Region,Year,Land_Cover_Type,Area_sq_km,NDVI,Population_Density,Temperature_Anomaly
Australia,2022,Agriculture,3812.082207915304,0.2010985701306571,64.83216960833079,0.31239338600565675
South America,2012,Water,4129.721323133616,0.36556167533037776,194.86522898529367,-1.4286336147619156
Africa,2008,Water,4869.621029779689,0.11612444188803073,306.02694154927195,-0.7050459858234529
Africa,2008,Barren Land,8877.77080604899,0.33635984652519335,71.40156361400997,0.7943975045608314
Europe,2016,Agriculture,1770.1118008788383,0.5561954330091268,120.19052311857874,-1.5868594331320756
Australia,2006,Urban,1362.957446609363,0.2976738365909991,726.9433502978247,-0.1977463839212494
Australia,2008,Urban,5358.875999929465,0.2274079275527449,105.17750465656407,-1.2262685878512303
Asia,2021,Urban,3798.6058607122914,0.0527662898310516,302.6558978613477,0.9132030421727942
Europe,2000,Wetlands,5412.13312227827,0.30728516789863647,44.18546259997251,0.3433074811016723
Arctic,2001,Forest,2539.3236172365096,0.33746960709710644,33.2477702107292,0.5322974565971323
Europe,2003,Urban,3609.891044068421,0.2668952709128716,98.19493589046616,-1.0424221161798195
Australia,2013,Barren Land,2279.34840738282,0.7931630800155424,78.90182599303591,0.013914621672342352
Africa,2003,Forest,4681.4348304686655,1.048939407496501,47.72799699528434,-2.3070178722783132
Europe,2001,Forest,764.1718620292513,0.9761151564407986,14.386834916319662,-1.1001316757628314
Asia,2007,Urban,342.02997335933225,0.18954495580410158,1031.2934820504142,-0.8239721871926823
Europe,2017,Forest,895.7216732673198,0.8370523306509664,160.28187063451873,1.2848383794383897
Asia,2018,Agriculture,5810.053034540319,0.29242223981942783,451.00422707671135,-0.5766684555043324
Arctic,2013,Agriculture,5682.907652211445,0.0755323178029471,75.80536547790388,2.6593790136212587
Europe,2019,Urban,10050.608293720386,0.05762208450111225,68.45453015494633,-0.47293884887802895
Asia,2024,Barren Land,5486.609255680858,0.2930445477433666,611.7170582702746,0.74454220016596
Europe,2009,Forest,2405.5363591108826,0.1560394417403128,369.3256644972591,-1.552212506219873
Arctic,2016,Water,3187.704781513228,0.3901089655739983,25.880867900948232,1.2767267843911487
Europe,2007,Urban,329.64761163023474,0.19677464238757764,496.76679225644045,-0.10931774608443233
South America,2013,Wetlands,2431.15186373485,0.7487200325534231,35.184244123313945,0.1778369822819192
Asia,2020,Forest,3616.599618469972,1.022302345783746,91.7946858764427,0.3237867908823753
Arctic,2022,Urban,6633.662364797188,0.17902526184808223,4.214120946355641,2.192705926152646
Asia,2007,Urban,3394.7906454513927,0.3398924830331666,678.9244322905181,0.5059528097356397
Asia,2004,Barren Land,1177.4161473926436,0.6732454377367854,31.20764208688295,-0.01159985390280888
North America,2015,Water,6350.565563185376,0.45358372147277126,1172.8641446900865,0.17404628106386963
Arctic,2007,Forest,2181.839409286165,0.3470327227493719,3.4923477914797774,0.9867969337750422
Europe,2009,Urban,1625.1976514198006,0.3012788377310613,325.2528091917643,-1.6180633365864243
Asia,2007,Urban,3050.407342824601,0.327217441634987,324.07914070306254,-1.1178581472065174
Australia,2008,Forest,2160.4478398118363,1.0382097298597257,803.166883795193,-1.687007631104038
North America,2017,Urban,3612.300709583692,0.27379382369823674,117.08392678521409,0.2244377599106905
South America,2002,Urban,5187.318862585179,0.21278513571893193,121.04548045809202,0.9390922413265834
Asia,2016,Urban,2437.815119841647,0.3498789471424823,561.812723750882,-0.9478647403173007
Asia,2019,Agriculture,2479.2741196904503,0.8668999694142334,1152.966784068415,1.0085060506067791
North America,2014,Agriculture,5206.947933964172,0.482042270068169,9.180686573091847,0.45179258462252847
Europe,2020,Water,5217.555747980254,0.6189267123957027,302.61797359059705,-0.5537487748233736
Australia,2016,Barren Land,3871.069002852344,0.747413718313712,83.77120903115733,-0.34938932339349893
South America,2007,Forest,2922.698642199497,0.5357559424174162,390.54437267625934,1.1154804307870327
Asia,2001,Barren Land,7446.013756515572,0.7635021013465119,444.47045462611436,-2.3237325116396033
Europe,2016,Barren Land,1829.6398283113424,0.18916437798818908,431.30858084084355,1.1114195246136278
Arctic,2017,Agriculture,5255.110889295591,0.2424606883410726,17.15504082631568,2.896020557053256
Australia,2004,Water,1760.3498948410977,0.4860899991111828,51.52182282911229,-0.5892268578455319
Arctic,2008,Barren Land,3540.458099337388,0.3238628224671609,26.36729295563621,1.9071453279029775
Australia,2008,Barren Land,1019.026212710312,0.1931304081402856,466.82328086570453,1.6267818881752334
South America,2001,Urban,3624.357170854706,0.07302733870409008,729.7910466871451,-1.3098843003372322
Africa,2001,Forest,11627.25743248182,0.9845710199092887,216.95632456237777,-0.18204046245565914
Australia,2018,Water,6105.987333346657,0.3429931715626894,84.5797487482504,0.6472333619094202
Africa,2022,Forest,721.2840746715697,0.4338454831757171,45.53862020649016,0.20970631571170809
Arctic,2002,Agriculture,7536.262730335107,0.36074461867803487,47.92544444258607,2.052055529138911
Australia,2016,Barren Land,2105.6381857517385,0.4319272288892553,229.9072731522027,1.8167682022095824
South America,2013,Barren Land,4657.035286897027,0.766339003279135,336.42682739356974,-1.108182163359263
North America,2013,Wetlands,3199.5450468230492,0.42117498493121397,52.03485324633302,-1.0633567681355431
South America,2013,Forest,1963.2519819430743,0.850175775559432,1.980165901933138,-2.5130373411157296
South America,2005,Agriculture,4275.98537533569,0.5202479662797745,1028.70879853312,-1.0786651810855006
North America,2002,Wetlands,2030.4478309933352,0.8486625010705848,499.6250585982829,-0.6650798879189339
North America,2000,Wetlands,5418.5566247082015,0.3619111783669344,153.2608921650019,0.31986157221424205
Europe,2015,Urban,2002.6110523012303,0.15606099041252555,183.2754479690491,0.9597511866820476
Australia,2003,Wetlands,1809.0980778891674,0.8759892129952146,793.7989167643825,-0.9639215521263523
Arctic,2000,Wetlands,5511.379630410499,0.3450100391865779,6.982572711141028,1.8573260186040512
Europe,2016,Urban,12824.985490471223,0.2872215483597867,487.10469338068566,1.3959261922793562
North America,2017,Barren Land,6540.12905421336,0.3367813991576659,5.427662858438674,-0.187496586817877
Africa,2007,Barren Land,8843.373884478031,0.5256355178313082,750.6576550681717,0.5187009943118863
Arctic,2001,Water,3302.6994867997078,0.1754163941716939,26.695599494017127,3.1208744608943633
Africa,2017,Wetlands,7781.405090200849,0.30789510948744897,233.7406239087888,-0.9298857443285647
South America,2015,Forest,2431.988862402845,0.6338315401221282,367.72006045661806,-1.1333427946229155
Asia,2009,Barren Land,8603.841809594904,0.890208499399907,21.014463503251424,1.621033739401282
South America,2007,Agriculture,665.4618853545446,0.27169811777148445,65.27668584083425,0.5792134409117985
South America,2011,Forest,3186.006857541715,0.3528190647240377,156.76071711114628,-1.326974282372626
Asia,2021,Water,2627.7134467193414,0.2945031906757559,288.5953227084719,-1.0566607298700037
Australia,2015,Wetlands,3319.9527860707476,0.7333618092906321,46.83769020795944,-0.20037078149479304
North America,2011,Urban,1889.4771397641664,0.20335425955669262,143.16518006091303,1.3936468182760604
Africa,2010,Water,5620.451056550423,0.40781412538475326,108.83244276227896,0.9817334373516581
South America,2019,Forest,1839.7173507831733,0.9300382409925035,311.1727885116346,1.0670644867840524
Asia,2018,Urban,2300.58666601196,0.13519700427537149,755.0249086545905,-0.43642499508541227
Europe,2000,Agriculture,4779.115016327699,0.41377431893969174,54.44905708070258,-0.007659450435526828
South America,2002,Urban,15654.26489669638,0.06355857897389712,62.94278372926724,-0.7983506705476637
Africa,2011,Urban,3408.978660903449,0.0780512326000054,330.3406096941147,-0.4156564663289886
North America,2008,Agriculture,4275.90815798326,0.2093848533769272,181.30060742970576,-1.1228097812683262
South America,2020,Barren Land,7210.376088558887,0.3775801907538414,379.8657655760287,-0.8719059351937658
South America,2021,Barren Land,4472.793874323705,0.5192682083901549,101.8548969592556,-0.7261513414763592
Australia,2004,Urban,2856.2655881893534,0.040238180764505964,236.11844720983612,-0.14510020820618008
Asia,2000,Urban,2817.4124425910663,0.1007783396799463,146.73301172008138,0.42069858264549287
Europe,2009,Water,7577.588669841557,0.24052001615282484,99.0784131059831,1.6662878853577705
Europe,2016,Barren Land,458.7329146605626,0.30267747903081343,392.01924783407003,-0.365501143157982
Arctic,2003,Agriculture,3722.1975677407195,0.11643237042129173,47.673437414869156,2.5879332582539067
North America,2014,Wetlands,2549.562620211379,0.25610254493112916,119.67413913466358,-0.17921993181440737
Arctic,2018,Wetlands,750.9564628743989,0.44355214438559915,29.263061800017148,2.9628750112612936
Africa,2007,Urban,5179.029899706236,0.23031368292947613,70.82445429502312,-1.2553053094303053
North America,2022,Urban,2007.7216963906417,0.28406181275302295,469.58021038890155,-0.5355730086833844
South America,2014,Wetlands,1303.2791588049874,0.7554747016645508,99.07282123675107,0.6628466931957535
South America,2006,Water,8185.904548939801,0.6341444779407561,56.244160866157316,0.5815713240422098
Europe,2014,Water,1524.5172677878252,0.6632642160217944,843.8302554287296,0.5999468057192451
Africa,2007,Water,1790.2564559688892,0.6058267556282274,197.64706241588314,1.409242104488149
Asia,2022,Forest,898.1575804884009,0.7433985389244459,309.4262388206169,-1.7337173151221286
Africa,2009,Agriculture,6197.984260076032,0.8427597033900756,596.3758348184506,-1.2544450673417729
South America,2017,Forest,4478.484450502401,0.2983089349204586,347.6446905957994,0.5612553669062313
Asia,2003,Urban,12683.722741122197,0.12791361146440616,249.48842042614035,0.8134121750021313
Africa,2014,Water,3884.027308092758,0.17460683905498992,167.25592471441186,0.6550928663149842
Africa,2010,Water,3377.4989046032424,0.7698595703714176,902.6765838734123,2.708693179288908
Asia,2021,Wetlands,1153.2069262390753,0.4590042589022789,43.00249528350724,-0.9158739885395233
South America,2002,Wetlands,4668.267940655668,0.8256836484380194,646.0419797395706,0.3692071784237474
Africa,2014,Water,1290.6079935691623,0.42934057059709785,445.44715806298865,-0.07088996846337901
Asia,2002,Barren Land,1983.605226776258,0.4540913264652081,254.17683176979799,0.6213815435423731
Australia,2014,Wetlands,3959.422459735975,0.4586852010300665,117.80069136717361,0.37582363625106
Australia,2005,Agriculture,2050.3962983051524,0.5899944737448046,47.362737345842994,-0.5176027075833572
South America,2000,Forest,2001.0546864874977,0.8554791522872277,175.64349929164666,0.3878016111642588
Asia,2013,Agriculture,1706.111712519972,0.381033820893775,459.40924799746466,0.08346897761615575
Australia,2015,Wetlands,8512.932686885573,0.6041323627378559,410.31212406624235,0.128195636260804
Asia,2000,Water,1909.7191176564236,0.26317394940554784,311.0651721912949,1.1337814084065998
Africa,2020,Urban,7070.162809842837,0.21729507344046395,1761.4110686320992,2.4806816934388753
South America,2016,Barren Land,1802.0520585377901,0.537267919874944,1079.5446220534816,-1.9137901712571281
Australia,2007,Wetlands,2227.745189604806,0.8109726925186296,153.25012435109235,1.2888413995452943
Arctic,2017,Agriculture,3344.9389543833263,0.40833808953989087,6.415642632160625,2.6424739901296364
Africa,2015,Urban,11979.85645751915,0.19590757065586423,224.39499408602083,-0.7416741402711623
Arctic,2005,Wetlands,341.6397327407535,0.05983978631135361,55.848070033158514,1.6374203269431216
Arctic,2009,Water,7345.76383087578,0.38784878024726765,18.405861743326756,2.882062836138954
North America,2009,Water,1507.1872856560653,0.10049797645213757,122.83379064303287,0.05053567954996517
North America,2004,Water,3681.137578288515,0.4826029084060349,405.5464325151315,-0.04899634558519314
South America,2011,Water,3065.160603123768,0.11583212610676547,315.06444202094946,-0.6866546428899377
Australia,2019,Wetlands,1045.5280074491968,0.3820730354848183,1039.2188237198507,-0.7590941943218267
Australia,2016,Barren Land,2016.5861762455527,0.6094117488532592,239.05936829389174,-0.9656955901036746
Australia,2013,Barren Land,3073.675338522731,0.39696072244326464,1027.6979688082613,-0.509913442982742
Asia,2013,Agriculture,955.3216046223483,0.8415130868614851,103.14297828136463,-0.12851678819317972
Africa,2002,Wetlands,9452.636942633959,0.6126109067558471,720.4243795153201,0.35445730350052573
Australia,2011,Water,3359.720651931468,0.6171550980437923,129.66217155243623,-0.8230399778824402
Africa,2019,Barren Land,3133.1375103065634,0.3995496367754957,597.2493752818967,0.7555171157510111
South America,2017,Wetlands,2483.6924602534014,0.1308348194370077,781.0510521314229,-0.9079178701326756
Arctic,2011,Urban,6274.775098446859,0.13810875575871295,29.280512267684824,2.768895168317828
Australia,2001,Barren Land,7306.263139558415,0.6729957844355725,391.1921873518023,-0.8660105938278295
South America,2001,Barren Land,1606.7173668663731,0.5241000216030539,955.6301253094119,2.017084834854721
Australia,2016,Agriculture,1140.6855221185672,0.4330144314061527,141.07620028532816,0.6483202127193832
North America,2009,Barren Land,5160.041411258825,0.5306536400068972,214.9761646234151,0.8410267983307074
Europe,2017,Urban,1289.045825003997,0.2789809293281233,685.6945611738123,-0.1720019686107265
South America,2021,Water,4485.981244144658,0.6702283446302922,335.1696781274786,0.6071144927849748
Australia,2018,Forest,1454.4946186374777,0.7517852758350626,620.4700276689051,-1.2521582306324586
Europe,2020,Agriculture,1445.3697416656012,0.8230218139226635,288.90034149130986,-0.9760530504318667
South America,2000,Urban,744.7179295009734,0.2351642807360971,403.8131176573794,-0.30735005075251043
Asia,2023,Agriculture,10605.608268255932,0.11160771803602981,3.9445490922084234,1.5178946671222158
Australia,2003,Wetlands,7336.614346423941,0.5944510685082038,124.50609261034607,1.0065707204789334
Asia,2024,Water,2570.95209601589,0.5900473965362235,441.4520810049514,-2.2365389984783537
North America,2003,Barren Land,3822.754185610335,0.15570893080435058,155.25838546482572,-0.9860655881198246
Australia,2001,Wetlands,3741.164963057447,0.44218380345276886,135.22351041065897,-0.08679032929133085
Arctic,2018,Barren Land,10722.310354227839,0.310438504783331,90.81807263724863,3.256329458723837
North America,2020,Urban,4326.12749122439,0.2654403941593766,241.2561326519042,0.24418902732380218
Europe,2011,Water,5871.200225356372,0.8144397001903709,64.14072663625153,-2.537381194253237
South America,2009,Forest,8154.024366944465,0.9277257414814852,191.72652673460044,-1.1726545979149396
Africa,2012,Forest,2360.0202797135953,0.23188973693849516,263.2337375804287,0.7200689227805168
North America,2021,Barren Land,1799.6516129145316,0.5870275413099316,1345.726785974061,0.20409733015229634
Africa,2022,Wetlands,10975.691891236613,0.5771851289573172,455.9857265774377,0.1349198495170986
Africa,2019,Water,3749.7063121762253,0.3429983341420796,263.78077998655306,1.1119760104035996
South America,2022,Water,1386.3562180642703,0.24728456489431405,169.6852783682715,-0.34617048264115285
Europe,2014,Urban,3583.0457528177544,0.10384277087804845,741.2832140905006,0.6988013756344593
South America,2002,Wetlands,7161.722102661403,0.2420382152320987,311.4875785513618,1.6418445582325707
Australia,2022,Forest,11471.234401586673,0.8940131255183871,132.05739803279252,0.2244394532059518
North America,2019,Urban,9320.819158120565,0.08748577621058826,187.43935744668613,-0.8943776382882211
Africa,2012,Agriculture,364.35123653686264,0.31151358187344436,117.32507465983122,-0.4265078604527447
South America,2007,Water,2563.2515548680153,0.2742307236173712,968.8952107507247,-0.9032349456710046
South America,2024,Forest,1082.0592938303007,0.8043425591126704,363.14325929796297,-2.2410141244547774
South America,2006,Urban,1641.8654910550788,0.09068668620548213,149.42132409266307,-0.7905488350420617
North America,2023,Barren Land,3679.6557758712233,0.11925196208678308,60.71315277239089,0.6355035447156542
Europe,2007,Agriculture,3662.9703195601546,0.3993803375345857,58.44668040022063,0.009397070429202582
Arctic,2017,Urban,253.41405012905582,0.06881508178415788,19.48781939108264,3.3588721278585227
South America,2008,Barren Land,1649.5490821552576,0.41816376396460064,189.0894914328757,0.1439236545029248
North America,2005,Forest,9753.841699087456,0.8436631095488408,162.27652006465036,0.8836144317788382
Africa,2003,Forest,1290.914139389472,0.13187223253935532,687.323968609123,-1.7596689691420537
Australia,2014,Agriculture,7181.087058911338,0.13016608139004707,1161.5972799217145,-0.43862831378177897
Arctic,2004,Barren Land,2112.7417688381684,0.1522578527463231,13.146925479884246,1.7310478228867585
Asia,2004,Water,3194.6807328825926,0.8113667890238608,104.70160099299703,-0.8254457626188146
Arctic,2006,Forest,7824.021565969779,0.1411557602869266,44.10473242222556,3.525747436943407
Arctic,2008,Wetlands,2671.2380818468746,0.4488151827126427,17.9238182165936,0.07006872022548949
North America,2006,Water,10165.326277215847,0.7445540528570936,73.60470569793546,-0.11388014841967654
Asia,2008,Water,829.361735416757,0.4649092425033702,59.87911115425129,1.1325106744656712
South America,2019,Urban,6200.386946962643,0.2793159184795541,98.78787940944689,0.7633577546079922
South America,2009,Urban,5660.317491113785,0.20602083997981202,0.3973516326419055,-0.3798099859293363
Arctic,2003,Forest,9403.066819305686,0.3316762870271324,85.12594830738566,1.0999802828433327
North America,2005,Water,4983.145885543014,0.5646173935350808,168.76669171085499,1.0910010683598526
Asia,2023,Urban,2895.3379170748135,0.24759056411635882,25.944347934134,-0.5211026548826401
South America,2013,Barren Land,1544.4886260123656,0.1486113520244719,54.08166364470417,-0.8305179006168082
Africa,2008,Barren Land,3733.5455087333057,0.59319848394908,140.60991978914586,1.0000810535388573
Europe,2000,Barren Land,727.9519308153483,0.6735588654868085,240.68373514856643,0.30737846124701346
Europe,2016,Barren Land,5970.478876326772,0.3485785080293703,364.9311279060241,-0.35202089233052436
South America,2012,Water,3177.4639029696277,0.8828630643786857,110.3862904514314,0.3252171040406281
Asia,2023,Barren Land,2833.582761086661,0.21555606880915548,948.2987171751495,0.44513243091969895
Australia,2006,Water,2339.570699946337,0.8283540180227099,428.5250387943059,-0.05374698762482183
South America,2008,Forest,5435.779836755451,0.7693914316278879,524.2632459325152,0.15372604226347758
Australia,2010,Forest,2817.738833753592,0.7577418990611843,117.31146339134634,-2.1626775530543783
Australia,2002,Barren Land,3431.954588934854,0.8008181279357324,143.87620080849987,-0.10560051561654588
Asia,2011,Barren Land,3384.638155690673,0.7653833690405117,231.69723876031807,-0.6396015874864748
Australia,2020,Barren Land,4934.930567916574,0.376347545839559,180.2781466083338,-0.7993378428228964
Africa,2002,Forest,7007.151153071252,0.7971550102230829,108.34519502241265,-0.6846782959766068
Asia,2014,Urban,7811.973647377143,0.05619282645981699,1771.136948574213,-0.49663948069437386
South America,2020,Forest,7138.918683336894,0.5654576949367773,565.869005731654,-0.29714309811583134
Arctic,2009,Barren Land,2309.533678551022,0.4251109042897258,8.153763453314044,2.1660686671825276
Africa,2000,Urban,16765.989873619852,0.1277086232964232,802.5555981989137,-0.7335299032620229
North America,2013,Urban,4625.605232905048,0.0559906525009653,265.2094840737355,0.5180862229933427
Europe,2019,Agriculture,12806.747121163075,0.5663559935531324,3.792485541705329,0.7358648694726541
South America,2005,Water,4179.025218079734,0.3840798104531685,127.46382710572918,0.7256071367405216
South America,2001,Barren Land,2496.593452161924,0.40374677607936527,7.82089159672554,0.9351341639914329
South America,2022,Water,2065.1429071574385,0.5659657496454521,27.559113016270842,-0.5683566347898368
Africa,2007,Agriculture,992.1084000222614,0.5972712474785755,70.99363028786956,-0.2706985841920736
North America,2000,Water,3914.109844789928,0.4498575724655959,198.72641319824285,0.24659991553808083
Arctic,2003,Barren Land,4073.089370830724,0.25301969687579356,14.4034957329039,1.575051782047405
Asia,2003,Agriculture,3220.7354372412265,0.8946046053966444,48.40159562398847,-1.158494969499449
North America,2004,Water,4367.065730852047,0.865718366427644,150.53767691868762,-0.5023598099346762
Africa,2019,Forest,1467.9905149047538,0.7990243891433321,130.6416644167488,1.6346909166361177
South America,2008,Urban,3011.9293620511935,0.0916734486204744,158.36912407517588,-0.7431621814177493
Europe,2022,Agriculture,1230.8255508696718,0.3879680671900274,56.73529848246953,-0.7937454046414257
South America,2012,Forest,4464.968922924184,0.9677646951233527,282.2603661738617,-0.5469208534797049
Asia,2017,Barren Land,3703.6182674391825,0.4388527329433479,13.665958727284448,0.5569186872496871
Australia,2016,Urban,7092.785679443924,0.3457176478004107,147.2467146908015,0.3480134108767761
Europe,2024,Agriculture,2558.0530736857377,0.4906414266072229,675.8120094436011,0.7062383349397127
South America,2000,Urban,7062.284577085976,0.31576612294564055,163.2476540410062,2.532531770283299
Arctic,2021,Wetlands,2993.8437656796114,0.0641515598111992,17.452464459677323,2.8210524265257937
Europe,2014,Wetlands,5374.854197560222,0.4473309558342199,21.129525051346004,0.8995023767951741
Australia,2001,Agriculture,1714.908832628199,0.660209480599325,278.93766155183613,2.8596528960134857
North America,2015,Agriculture,3391.8844794640922,0.7908516258745942,826.5557484071962,0.4895605070368388
Africa,2019,Water,4685.798273586602,0.5877063142569823,124.1139777384728,-0.39188896695409986
South America,2021,Urban,7381.607530121629,0.09544384830115804,149.89234544289846,-0.3028670217868996
Asia,2004,Wetlands,3117.2734266223492,0.8086353321860698,266.13472381961805,1.056797461841212
North America,2021,Wetlands,3143.659314010495,0.5598505301391657,29.353700285761906,-1.251783464852638
South America,2018,Urban,12180.210897606254,0.07456581816022763,900.4252146636442,-1.9465925673037388
North America,2004,Wetlands,6004.932208122082,0.47107742191186774,189.10618345804306,-0.821065192206395
Asia,2001,Forest,2644.754759155421,0.7909856577852439,36.682937523225974,0.8198580880155545
South America,2006,Wetlands,4995.475564779616,0.4608125970531035,122.49301113097168,0.5927262492065606
Australia,2002,Wetlands,6419.071306339253,0.7966320858116435,140.44045369957917,-0.15999258855198123
Australia,2016,Barren Land,3613.033046556877,0.4389554516486175,127.1089785394253,1.0691885874182117
Asia,2023,Forest,5845.651904329452,0.6801145819518346,354.49088919743497,0.6082957098618426
Europe,2023,Water,3386.701734265187,0.2689363488015224,127.17460983676939,0.3439750260519674
Asia,2002,Agriculture,7418.75643012046,0.5101490800360893,117.40386013559063,-0.017270482984792085
Europe,2012,Wetlands,551.0599657701101,0.2782858479461832,116.62156960425119,0.896351873081852
South America,2006,Water,1493.505350410593,0.28014971835956726,451.318730688731,0.7553093464485139
Europe,2024,Water,2388.953636332321,0.3239220337945936,110.61624219729804,-0.2730559787028749
South America,2023,Forest,5835.638698908663,0.1624312967497681,4.229097043771221,0.813411254689834
South America,2002,Agriculture,4335.907530087549,0.23064771339181425,136.49201133413348,-0.6537201092665157
Arctic,2014,Barren Land,1780.094782543525,0.21974425013322452,9.781760933611986,2.2348789817886536
Africa,2017,Water,5570.857601512448,0.20484839896586876,862.9507280146404,0.4004043376429877
South America,2009,Barren Land,581.4419490649082,0.20670780041366463,194.97239017731823,-0.33502092386741483
Europe,2022,Agriculture,867.7092132986562,0.8743454627045414,80.19734411949591,0.13410606522365578
Africa,2006,Agriculture,1122.3988390630034,0.4416778905577651,1438.0199419758978,0.6080406995907623
Africa,2008,Forest,1897.3523145590204,0.5075833916374741,102.00615890404185,-1.0824331927637023
South America,2004,Urban,5657.137556960523,0.1256754095487945,431.9391063024629,0.18399813704933587
Asia,2019,Wetlands,4451.546413390077,0.5099577272859747,314.5617009841419,2.2147516726378567
Asia,2007,Forest,2711.6913141754567,0.692222305591731,186.0962318950195,-0.8263346408128885
Australia,2013,Barren Land,5787.212057561488,0.4345484175675942,156.17951788565114,1.0299696497770665
Africa,2003,Forest,11617.460056473876,0.49805617579688144,741.1383388773907,-0.09564739852967581
South America,2019,Agriculture,1316.5583182687974,0.6603413469152439,193.35418781680468,1.182991545915699
Arctic,2013,Water,7236.271982552237,0.4299106803544474,14.11725646013483,1.276558315199898
Asia,2011,Wetlands,1768.1038792083234,0.802257656786069,131.20294929094953,0.0060668713166423
Arctic,2001,Wetlands,2046.2579302119086,0.09744810676215564,9.683447682148635,4.210879692016153
South America,2012,Urban,10603.037284440303,0.24873877451751666,157.7644955211818,-0.17320343777904224
South America,2000,Agriculture,3815.62178113526,0.1056380900008084,38.322054021105714,0.6334197970139951
Africa,2019,Wetlands,3443.659184687939,0.606473421880665,24.242523900598613,0.5945249552960017
Arctic,2006,Wetlands,5080.322149472565,0.23574143556997312,23.391725156748258,-0.028538865469594388
Australia,2024,Water,6293.4954874496,0.4928904418750665,181.68462254524272,0.4462283607064804
Africa,2008,Barren Land,5774.726873697516,0.5704204862816894,68.55301345414621,-1.2375303043399868
North America,2016,Barren Land,2297.2112086064867,0.6941243050311356,33.88316210387895,0.6329023597298785
Arctic,2020,Barren Land,4313.45136138643,0.34178312105917774,4.6388770568882896,2.1177144250720428
Asia,2022,Forest,5318.554751983954,0.16269987028481353,113.60803134630238,-1.115137419744087
Asia,2012,Barren Land,3036.9242303610613,0.6891955090411946,180.16201384480593,-1.190452891558438
Asia,2022,Barren Land,10179.806243548343,0.7638527845353231,64.4596636129828,-0.07275732131780624
Europe,2009,Forest,4180.404952281934,0.18544571945817837,422.71538497489485,2.481027646284474
South America,2015,Water,6053.12522515013,0.3583572805421491,64.45009448203304,1.6233194708885648
Africa,2005,Agriculture,9270.726136348174,0.7336512614656245,47.71207718199254,0.3595432656342935
Asia,2015,Wetlands,902.0845565233642,0.4944854525613619,1563.9100519438102,0.5153181072539045
North America,2010,Urban,5098.870079559651,0.2623651420191859,178.10545163740218,0.6016225205179703
Asia,2019,Wetlands,5462.9520765570105,0.5018526460785077,55.901409791199136,-0.5344502759619867
Australia,2002,Barren Land,2265.710005319579,0.8825779598465329,674.8752790498379,-0.6926210119881728
South America,2008,Barren Land,1984.5522956061102,0.8489544582930892,78.83503928639267,0.8510693087686962
Arctic,2014,Wetlands,887.2002854835955,0.16245809676247963,77.94089868636591,1.3983016986996453
South America,2012,Wetlands,8227.173500163302,0.4087078573947952,37.995966009966075,1.4405522817765415
Arctic,2009,Barren Land,1694.4751105268017,0.22253839913412743,55.319643679317586,0.6467181570023721
Arctic,2019,Forest,927.4051140652623,0.11001807981292075,6.110049498102511,1.098418366464601
Africa,2023,Forest,3922.9390836959146,0.5079119490042683,1002.9894198899142,1.415663863597
Europe,2012,Forest,1446.3279750387148,0.8638539083391624,256.1664082749478,-0.28685247565222405
Arctic,2016,Urban,912.0699353114246,0.15550340503185864,6.318434655955683,1.8774016672392047
Arctic,2006,Agriculture,13570.965637597323,0.40445310017530445,55.895096860798766,2.6454318216776826
Africa,2005,Barren Land,2052.1941762949837,0.11164720013717987,178.286766249446,1.158772259149665
Asia,2012,Water,1787.1183318895587,0.7310448309986868,395.94242035671687,0.609778515513391
Australia,2016,Wetlands,3704.892737420997,0.5021021475881876,309.3764322018441,0.2872636557426904
North America,2014,Wetlands,897.9849124943217,0.2649273158629113,375.83813924987186,0.8006713436574004
Africa,2003,Barren Land,4719.185437577682,0.49899601800914883,151.6175900548602,0.409145367112673
Europe,2014,Barren Land,5223.9093597411165,0.7754083733454339,838.2073901730514,1.0851150897595723
Africa,2013,Barren Land,5993.02430291223,0.4473994942085009,295.40015091865087,2.8569032869705446
South America,2020,Wetlands,4638.824244487423,0.8923688644792191,24.22008213466427,0.5053354866899418
Asia,2010,Barren Land,3059.663219781923,0.593346547734804,20.71950744987154,-0.8598440698446345
Asia,2023,Wetlands,2330.946895821746,0.4918109353165935,402.0862805095967,1.0387462388653241
Arctic,2003,Agriculture,4700.477224746595,0.16795573114694035,56.90848721220017,1.8537595234106257
Asia,2002,Water,4469.384194903025,0.1088408501112249,356.5082277872272,0.3371447673618863
Asia,2001,Forest,1313.9847480607564,0.7061264224217322,97.5102413584959,0.366666572317469
Asia,2019,Water,3664.359481635186,0.5619964370850942,76.8177997004843,-0.5816257464036491
Asia,2009,Barren Land,3219.700871079764,0.5134514841860205,250.02402178050465,-0.3708066289727969
North America,2012,Water,5318.715639169119,0.5301635631829305,65.73780150489226,-2.3083562597102705
Europe,2019,Barren Land,4288.0317013858985,0.7748178969151714,142.9754545172632,-0.101430185431827
Arctic,2020,Water,7681.5046007595565,0.1767479698560923,29.721639043424688,2.5608004210727087
Asia,2022,Urban,6354.489204806134,0.21608126208006628,100.60462175581716,0.014634462029001465
Arctic,2024,Water,6881.228325611454,0.3219790503434185,14.121184520679561,1.539976080719377
Europe,2017,Forest,5424.8648567285845,0.32142616985141853,134.12899228909467,0.3771059934181334
Australia,2020,Forest,6668.826719083521,1.007826638445143,185.1468244885525,-0.9425098166460045
Asia,2015,Water,2501.996687601578,0.6896980198191286,336.58867851350533,-1.0579629805014783
